method,method_label,as_of_hour,n_components,n_defects,n_healthy,n_tester_faults,true_positives,false_positives,false_negatives,true_negatives,defect_recall,false_negative_rate,false_positive_rate,precision,recall_after_onset,n_early_warnings,median_lead_time_hours,mean_lead_time_hours,min_lead_time_hours,n_detected_after_crossing,n_detected_never_crossing,tester_fault_flag_rate,false_positive_rate_incl_tester_faults,contamination,robust_threshold,fixed_limit_fraction,random_state,fit_scope,minimum_observations
combined,Combined robust + Isolation Forest (existing detector),48.0,200,48,144,8,31,1,17,143,0.6458333333333334,0.3541666666666667,0.006944444444444444,0.96875,0.7948717948717948,19,96.0,90.94736842105263,72.0,8,4,0.125,0.013157894736842105,0.15,3.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",48.0,200,48,144,8,36,1,12,143,0.75,0.25,0.006944444444444444,0.972972972972973,0.9230769230769231,23,96.0,91.82608695652173,72.0,8,5,0.125,0.013157894736842105,0.15,3.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,48.0,200,48,144,8,6,0,42,144,0.125,0.875,0.0,1.0,0.15384615384615385,0,,,,6,0,0.0,0.0,0.15,4.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),48.0,200,48,144,8,31,0,17,144,0.6458333333333334,0.3541666666666667,0.0,1.0,0.7948717948717948,19,96.0,90.94736842105263,72.0,8,4,0.125,0.006578947368421052,0.15,4.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,48.0,200,48,144,8,30,1,18,143,0.625,0.375,0.006944444444444444,0.967741935483871,0.7692307692307693,18,96.0,90.66666666666667,72.0,8,4,0.125,0.013157894736842105,0.15,4.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),48.0,200,48,144,8,31,1,17,143,0.6458333333333334,0.3541666666666667,0.006944444444444444,0.96875,0.7948717948717948,19,96.0,90.94736842105263,72.0,8,4,0.125,0.013157894736842105,0.15,4.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",48.0,200,48,144,8,35,0,13,144,0.7291666666666666,0.2708333333333333,0.0,1.0,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.006578947368421052,0.15,4.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,48.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10256410256410256,0,,,,4,0,0.0,0.0,0.15,4.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),48.0,200,48,144,8,31,0,17,144,0.6458333333333334,0.3541666666666667,0.0,1.0,0.7948717948717948,19,96.0,90.94736842105263,72.0,8,4,0.125,0.006578947368421052,0.15,4.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,48.0,200,48,144,8,30,1,18,143,0.625,0.375,0.006944444444444444,0.967741935483871,0.7692307692307693,18,96.0,90.66666666666667,72.0,8,4,0.125,0.013157894736842105,0.15,4.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),48.0,200,48,144,8,31,1,17,143,0.6458333333333334,0.3541666666666667,0.006944444444444444,0.96875,0.7948717948717948,19,96.0,90.94736842105263,72.0,8,4,0.125,0.013157894736842105,0.15,4.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",48.0,200,48,144,8,35,0,13,144,0.7291666666666666,0.2708333333333333,0.0,1.0,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.006578947368421052,0.15,4.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,48.0,200,48,144,8,6,0,42,144,0.125,0.875,0.0,1.0,0.15384615384615385,0,,,,6,0,0.0,0.0,0.2,2.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),48.0,200,48,144,8,35,1,13,143,0.7291666666666666,0.2708333333333333,0.006944444444444444,0.9722222222222222,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.013157894736842105,0.2,2.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,2.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,2.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",48.0,200,48,144,8,37,7,11,137,0.7708333333333334,0.22916666666666666,0.04861111111111111,0.8409090909090909,0.9230769230769231,24,96.0,89.0,24.0,8,5,0.125,0.05263157894736842,0.2,2.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,48.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10256410256410256,0,,,,4,0,0.0,0.0,0.2,2.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),48.0,200,48,144,8,35,1,13,143,0.7291666666666666,0.2708333333333333,0.006944444444444444,0.9722222222222222,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.013157894736842105,0.2,2.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,2.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,2.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",48.0,200,48,144,8,37,7,11,137,0.7708333333333334,0.22916666666666666,0.04861111111111111,0.8409090909090909,0.9230769230769231,24,96.0,89.0,24.0,8,5,0.125,0.05263157894736842,0.2,2.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,48.0,200,48,144,8,6,0,42,144,0.125,0.875,0.0,1.0,0.15384615384615385,0,,,,6,0,0.0,0.0,0.2,3.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),48.0,200,48,144,8,31,0,17,144,0.6458333333333334,0.3541666666666667,0.0,1.0,0.7948717948717948,19,96.0,90.94736842105263,72.0,8,4,0.125,0.006578947368421052,0.2,3.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,3.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,3.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",48.0,200,48,144,8,36,1,12,143,0.75,0.25,0.006944444444444444,0.972972972972973,0.9230769230769231,23,96.0,91.82608695652173,72.0,8,5,0.125,0.013157894736842105,0.2,3.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,48.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10256410256410256,0,,,,4,0,0.0,0.0,0.2,3.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),48.0,200,48,144,8,31,0,17,144,0.6458333333333334,0.3541666666666667,0.0,1.0,0.7948717948717948,19,96.0,90.94736842105263,72.0,8,4,0.125,0.006578947368421052,0.2,3.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,3.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,3.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",48.0,200,48,144,8,36,1,12,143,0.75,0.25,0.006944444444444444,0.972972972972973,0.9230769230769231,23,96.0,91.82608695652173,72.0,8,5,0.125,0.013157894736842105,0.2,3.5,1.0,42,per_family,2
fixed_limit,Fixed upper-limit screening,48.0,200,48,144,8,6,0,42,144,0.125,0.875,0.0,1.0,0.15384615384615385,0,,,,6,0,0.0,0.0,0.2,4.5,0.8,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),48.0,200,48,144,8,31,0,17,144,0.6458333333333334,0.3541666666666667,0.0,1.0,0.7948717948717948,19,96.0,90.94736842105263,72.0,8,4,0.125,0.006578947368421052,0.2,4.5,0.8,42,per_family,2
isolation_forest,Isolation Forest,48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,4.5,0.8,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,4.5,0.8,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",48.0,200,48,144,8,35,0,13,144,0.7291666666666666,0.2708333333333333,0.0,1.0,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.006578947368421052,0.2,4.5,0.8,42,per_family,2
fixed_limit,Fixed upper-limit screening,48.0,200,48,144,8,4,0,44,144,0.08333333333333333,0.9166666666666666,0.0,1.0,0.10256410256410256,0,,,,4,0,0.0,0.0,0.2,4.5,1.0,42,per_family,2
robust_mad,Median/MAD robust screening (repository rule),48.0,200,48,144,8,31,0,17,144,0.6458333333333334,0.3541666666666667,0.0,1.0,0.7948717948717948,19,96.0,90.94736842105263,72.0,8,4,0.125,0.006578947368421052,0.2,4.5,1.0,42,per_family,2
isolation_forest,Isolation Forest,48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,4.5,1.0,42,per_family,2
combined,Combined robust + Isolation Forest (existing detector),48.0,200,48,144,8,35,3,13,141,0.7291666666666666,0.2708333333333333,0.020833333333333332,0.9210526315789473,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.02631578947368421,0.2,4.5,1.0,42,per_family,2
robust_mad_strict,"Median/MAD, textbook scale (diagnostic)",48.0,200,48,144,8,35,0,13,144,0.7291666666666666,0.2708333333333333,0.0,1.0,0.8974358974358975,22,96.0,91.63636363636364,72.0,8,5,0.125,0.006578947368421052,0.2,4.5,1.0,42,per_family,2
