Component ID,Batch,24h Leakage (µA),Allowed Limit (µA),Change from 0h to 24h (µA),Status,Why?,Suggested Action
MLCC_C011130,MLCC_B028,0.1797,1.3,-0.0046,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011135,MLCC_B050,0.0417,0.25,-0.0037,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011137,MLCC_B046,0.0195,0.12,0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011138,MLCC_B010,0.1034,0.7,-0.0058,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011139,MLCC_B037,0.02,0.25,-0.0052,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011140,MLCC_B005,0.086,0.7,-0.0131,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011146,MLCC_B005,0.054,0.7,-0.0018,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011147,MLCC_B013,0.1404,0.7,-0.0147,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011148,MLCC_B039,0.0091,0.12,-0.0011,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011150,MLCC_B003,0.094,0.7,-0.0087,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011151,MLCC_B021,0.0115,0.12,-0.0007,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011154,MLCC_B010,0.0528,0.7,-0.0142,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011155,MLCC_B012,0.1218,1.3,-0.0242,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011156,MLCC_B015,0.0175,0.12,-0.003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011157,MLCC_B054,0.1149,0.7,0.015,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011159,MLCC_B014,0.0169,0.12,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011160,MLCC_B027,0.0448,0.25,0.0036,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011161,MLCC_B014,0.0101,0.12,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011162,MLCC_B050,0.0195,0.25,-0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011163,MLCC_B007,0.0466,0.25,-0.0087,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011165,MLCC_B047,0.2004,1.3,-0.0237,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011167,MLCC_B024,0.062,0.25,-0.0036,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011170,MLCC_B005,0.084,0.7,0.0258,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011172,MLCC_B050,0.0193,0.25,-0.0097,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011174,MLCC_B043,0.3053,0.25,0.009,ABOVE LIMIT,"24h leakage is 0.3053 µA, above the allowed limit of 0.2500 µA.",CHECK / RETEST
MLCC_C011175,MLCC_B012,0.0725,1.3,-0.0057,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011176,MLCC_B042,0.1716,1.3,-0.0344,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011177,MLCC_B037,0.0279,0.25,0.0022,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011178,MLCC_B033,0.0333,0.25,0.003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011179,MLCC_B036,0.2121,1.3,-0.0068,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011180,MLCC_B051,0.0662,0.7,-0.0076,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011181,MLCC_B044,0.0294,0.12,0.0159,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011182,MLCC_B054,0.0963,0.7,-0.0037,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011184,MLCC_B010,0.0723,0.7,-0.0078,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011187,MLCC_B044,0.0129,0.12,-0.0012,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011188,MLCC_B007,0.0284,0.25,-0.0069,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011189,MLCC_B046,0.0124,0.12,0.0001,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011192,MLCC_B042,0.2263,1.3,-0.0194,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011195,MLCC_B028,0.1447,1.3,-0.003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011196,MLCC_B054,0.916,0.7,-0.047,ABOVE LIMIT,"24h leakage is 0.9160 µA, above the allowed limit of 0.7000 µA.",CHECK / RETEST
MLCC_C011197,MLCC_B028,0.1702,1.3,-0.015,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011199,MLCC_B025,0.1341,1.3,-0.0278,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011200,MLCC_B044,0.0088,0.12,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011201,MLCC_B027,0.036,0.25,-0.0063,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011202,MLCC_B025,0.1255,1.3,-0.0117,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011204,MLCC_B044,0.0074,0.12,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011205,MLCC_B042,0.2257,1.3,-0.0239,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011206,MLCC_B013,0.0901,0.7,-0.0234,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011207,MLCC_B016,0.1516,1.3,-0.0472,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011209,MLCC_B033,0.036,0.25,0.0034,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011210,MLCC_B044,0.0136,0.12,-0.0009,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011211,MLCC_B033,0.0256,0.25,-0.0045,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011212,MLCC_B039,0.019,0.12,0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011213,MLCC_B042,0.0936,1.3,-0.0076,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011217,MLCC_B015,0.0115,0.12,-0.0012,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011221,MLCC_B058,0.1587,1.3,-0.0207,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011222,MLCC_B015,0.0105,0.12,-0.002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011226,MLCC_B045,0.0515,0.25,0.0115,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011227,MLCC_B016,0.1842,1.3,-0.021,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011228,MLCC_B009,0.0146,0.12,-0.0023,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011229,MLCC_B043,0.0266,0.25,-0.0009,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011230,MLCC_B008,0.1295,0.7,0.0434,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011231,MLCC_B016,0.1504,1.3,-0.0142,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011233,MLCC_B016,0.121,1.3,-0.0055,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011234,MLCC_B039,0.0118,0.12,-0.0004,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011235,MLCC_B058,0.1754,1.3,-0.0254,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011236,MLCC_B045,0.0435,0.25,-0.0029,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011237,MLCC_B057,0.1726,1.3,-0.0231,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011238,MLCC_B051,0.0659,0.7,-0.0035,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011239,MLCC_B024,0.0324,0.25,-0.0052,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011241,MLCC_B051,0.0799,0.7,-0.0091,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011243,MLCC_B010,0.0874,0.7,0.0163,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011244,MLCC_B042,0.1704,1.3,-0.0215,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011245,MLCC_B027,0.0259,0.25,-0.0028,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011247,MLCC_B027,0.0372,0.25,-0.005,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011250,MLCC_B039,0.0114,0.12,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011254,MLCC_B013,0.1202,0.7,-0.0072,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011256,MLCC_B041,0.0134,0.12,-0.0011,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011257,MLCC_B054,0.0634,0.7,0.0006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011258,MLCC_B058,0.1915,1.3,-0.0244,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011259,MLCC_B039,0.0141,0.12,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011260,MLCC_B025,0.1017,1.3,-0.0372,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011261,MLCC_B003,0.0831,0.7,-0.0051,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011264,MLCC_B010,0.098,0.7,-0.0168,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011265,MLCC_B042,0.0915,1.3,-0.0098,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011267,MLCC_B050,0.0187,0.25,-0.0032,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011268,MLCC_B033,0.0295,0.25,-0.0068,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011269,MLCC_B050,0.0392,0.25,-0.0091,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011270,MLCC_B011,0.0107,0.12,-0.0019,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011272,MLCC_B005,0.1069,0.7,-0.0129,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011273,MLCC_B046,0.0153,0.12,-0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011274,MLCC_B042,0.1267,1.3,-0.0172,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011275,MLCC_B043,0.0567,0.25,0.0299,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011276,MLCC_B037,0.0245,0.25,-0.0004,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011277,MLCC_B014,0.0136,0.12,-0.0004,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011278,MLCC_B016,0.1382,1.3,-0.0152,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011279,MLCC_B053,0.0969,0.7,0.0247,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011281,MLCC_B014,0.0072,0.12,-0.0002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011283,MLCC_B014,0.0157,0.12,-0.0016,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011284,MLCC_B046,0.0257,0.12,-0.0022,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011286,MLCC_B051,0.0794,0.7,-0.0091,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011287,MLCC_B047,0.0904,1.3,-0.0112,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011289,MLCC_B054,0.0524,0.7,-0.0072,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011291,MLCC_B008,0.1154,0.7,-0.019,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011293,MLCC_B015,0.0207,0.12,-0.0002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011295,MLCC_B028,0.2429,1.3,-0.0309,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011297,MLCC_B039,0.0175,0.12,0.0005,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011301,MLCC_B057,0.1532,1.3,-0.0275,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011309,MLCC_B011,0.014,0.12,-0.0033,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011310,MLCC_B028,0.4553,1.3,-0.0419,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C011312,MLCC_B027,0.0312,0.25,0.005,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011313,MLCC_B053,0.1074,0.7,0.0114,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011314,MLCC_B046,0.0128,0.12,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011316,MLCC_B037,0.0322,0.25,-0.0044,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011317,MLCC_B033,0.0375,0.25,-0.0084,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011318,MLCC_B037,0.0622,0.25,-0.0023,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C011320,MLCC_B051,0.0535,0.7,-0.0064,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011322,MLCC_B028,0.0946,1.3,-0.006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011323,MLCC_B009,0.0157,0.12,-0.0006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011324,MLCC_B005,0.0723,0.7,-0.0072,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011325,MLCC_B033,0.0261,0.25,-0.0028,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011328,MLCC_B058,0.1679,1.3,-0.0289,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011330,MLCC_B041,0.1398,0.12,-0.0025,ABOVE LIMIT,"24h leakage is 0.1398 µA, above the allowed limit of 0.1200 µA.",CHECK / RETEST
MLCC_C011333,MLCC_B022,0.0653,0.7,-0.0028,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011334,MLCC_B013,0.1181,0.7,0.0071,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011335,MLCC_B044,0.022,0.12,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011336,MLCC_B005,0.0746,0.7,-0.0095,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011337,MLCC_B024,0.0359,0.25,-0.0039,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011338,MLCC_B037,0.0463,0.25,-0.0016,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011339,MLCC_B012,0.3615,1.3,0.2387,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C011341,MLCC_B044,0.0129,0.12,-0.0015,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011342,MLCC_B045,0.0224,0.25,-0.0057,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011343,MLCC_B027,0.0382,0.25,-0.0058,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011344,MLCC_B039,0.0158,0.12,0.0,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011345,MLCC_B010,0.0415,0.7,-0.0041,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011347,MLCC_B005,0.0675,0.7,-0.0028,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011348,MLCC_B053,0.0815,0.7,-0.0035,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011349,MLCC_B025,0.0828,1.3,-0.0153,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011350,MLCC_B010,0.0895,0.7,-0.0072,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011351,MLCC_B013,0.133,0.7,-0.0117,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011352,MLCC_B054,0.0913,0.7,-0.0203,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011353,MLCC_B036,0.1082,1.3,-0.0162,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011354,MLCC_B027,0.029,0.25,-0.0062,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011355,MLCC_B008,0.0849,0.7,-0.0059,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011356,MLCC_B028,0.1128,1.3,-0.0223,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011357,MLCC_B021,0.0161,0.12,-0.0011,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011358,MLCC_B028,0.1202,1.3,-0.0454,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011360,MLCC_B033,0.0177,0.25,0.0005,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011361,MLCC_B022,0.0671,0.7,-0.0067,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011362,MLCC_B047,0.0859,1.3,-0.0046,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011364,MLCC_B050,0.0225,0.25,-0.0088,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011366,MLCC_B016,0.1406,1.3,-0.0063,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011368,MLCC_B054,0.0537,0.7,-0.0051,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011369,MLCC_B024,0.0257,0.25,-0.0022,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011374,MLCC_B010,0.0763,0.7,0.0097,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011376,MLCC_B005,0.1336,0.7,0.0067,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011377,MLCC_B046,0.0148,0.12,-0.0033,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011379,MLCC_B039,0.025,0.12,-0.0028,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011381,MLCC_B039,0.0123,0.12,-0.0018,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011383,MLCC_B027,0.0413,0.25,-0.0035,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011384,MLCC_B041,0.0165,0.12,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011386,MLCC_B015,0.0114,0.12,-0.0002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011387,MLCC_B012,0.1126,1.3,-0.0067,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011388,MLCC_B011,0.0149,0.12,-0.0017,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011391,MLCC_B041,0.0204,0.12,-0.0059,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011392,MLCC_B043,0.2956,0.25,0.0091,ABOVE LIMIT,"24h leakage is 0.2956 µA, above the allowed limit of 0.2500 µA.",CHECK / RETEST
MLCC_C011395,MLCC_B007,0.0459,0.25,0.0054,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011396,MLCC_B044,0.0125,0.12,0.0012,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011397,MLCC_B013,0.3556,0.7,0.2898,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C011398,MLCC_B024,0.0247,0.25,-0.0006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011399,MLCC_B005,0.0586,0.7,-0.0064,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011400,MLCC_B042,1.8555,1.3,-0.0487,ABOVE LIMIT,"24h leakage is 1.8555 µA, above the allowed limit of 1.3000 µA.",CHECK / RETEST
MLCC_C011404,MLCC_B024,0.0492,0.25,-0.0097,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011405,MLCC_B014,0.0124,0.12,-0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011406,MLCC_B025,0.2185,1.3,0.0205,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011407,MLCC_B051,0.1056,0.7,-0.0159,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011409,MLCC_B010,0.0975,0.7,-0.0098,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011410,MLCC_B007,0.0297,0.25,-0.0035,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011411,MLCC_B042,0.1513,1.3,-0.0155,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011412,MLCC_B041,0.0127,0.12,-0.0022,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011414,MLCC_B050,0.0323,0.25,-0.0026,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011415,MLCC_B011,0.0134,0.12,-0.0015,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011419,MLCC_B050,0.019,0.25,-0.003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
